Code,Region/Country/Area,Year,Series,Value,Footnotes,Source
148,Chad,2010,Percentage of individuals using the internet,1.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
148,Chad,2015,Percentage of individuals using the internet,3.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
148,Chad,2016,Percentage of individuals using the internet,5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
148,Chad,2017,Percentage of individuals using the internet,6.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
152,Chile,2000,Percentage of individuals using the internet,16.6,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
152,Chile,2005,Percentage of individuals using the internet,31.1753,Estimate.;Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
152,Chile,2010,Percentage of individuals using the internet,45,Estimate.;Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
152,Chile,2015,Percentage of individuals using the internet,76.63,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
152,Chile,2016,Percentage of individuals using the internet,83.5586,Population aged 15 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
152,Chile,2017,Percentage of individuals using the internet,82.3275,Population aged 15 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
156,China,2000,Percentage of individuals using the internet,1.7759,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
156,China,2005,Percentage of individuals using the internet,8.5233,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
156,China,2010,Percentage of individuals using the internet,34.3,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
156,China,2015,Percentage of individuals using the internet,50.3,"Estimate.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Population aged 6 years and over.;Data refer to permanent residents.;Users in the last 6 months.","International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
156,China,2016,Percentage of individuals using the internet,53.2,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
156,China,2017,Percentage of individuals using the internet,54.3,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
344,"China, Hong Kong SAR",2000,Percentage of individuals using the internet,27.8278,Users in the last 12 months.;Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
344,"China, Hong Kong SAR",2005,Percentage of individuals using the internet,56.9,Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
344,"China, Hong Kong SAR",2010,Percentage of individuals using the internet,72,Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
344,"China, Hong Kong SAR",2015,Percentage of individuals using the internet,84.9484,Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
344,"China, Hong Kong SAR",2016,Percentage of individuals using the internet,87.4794,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
344,"China, Hong Kong SAR",2017,Percentage of individuals using the internet,89.4159,Users in the last 12 months.;Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
344,"China, Hong Kong SAR",2018,Percentage of individuals using the internet,90.5074,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
446,"China, Macao SAR",2000,Percentage of individuals using the internet,13.6086,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
446,"China, Macao SAR",2005,Percentage of individuals using the internet,34.8629,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
446,"China, Macao SAR",2010,Percentage of individuals using the internet,55.198,Population aged 3 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
446,"China, Macao SAR",2015,Percentage of individuals using the internet,77.6001,Population aged 3 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
446,"China, Macao SAR",2016,Percentage of individuals using the internet,81.643,Users in the last 3 months.;Population aged 3 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
446,"China, Macao SAR",2017,Percentage of individuals using the internet,83.1741,Users in the last 3 months.;Population aged 3 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
446,"China, Macao SAR",2018,Percentage of individuals using the internet,83.7941,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
170,Colombia,2000,Percentage of individuals using the internet,2.2075,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
170,Colombia,2005,Percentage of individuals using the internet,11.0073,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
170,Colombia,2010,Percentage of individuals using the internet,36.5,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
170,Colombia,2015,Percentage of individuals using the internet,55.905,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
170,Colombia,2016,Percentage of individuals using the internet,58.1365,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
170,Colombia,2017,Percentage of individuals using the internet,62.2599,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
170,Colombia,2018,Percentage of individuals using the internet,64.1264,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
174,Comoros,2000,Percentage of individuals using the internet,0.2717,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
174,Comoros,2005,Percentage of individuals using the internet,2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
174,Comoros,2010,Percentage of individuals using the internet,5.1,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
174,Comoros,2015,Percentage of individuals using the internet,7.4592,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
174,Comoros,2016,Percentage of individuals using the internet,7.9383,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
174,Comoros,2017,Percentage of individuals using the internet,8.4782,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
178,Congo,2000,Percentage of individuals using the internet,0.0264,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
178,Congo,2005,Percentage of individuals using the internet,1.4634,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
178,Congo,2010,Percentage of individuals using the internet,5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
178,Congo,2015,Percentage of individuals using the internet,7.616,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
178,Congo,2016,Percentage of individuals using the internet,8.1219,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
178,Congo,2017,Percentage of individuals using the internet,8.65,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
188,Costa Rica,2000,Percentage of individuals using the internet,5.8003,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
188,Costa Rica,2005,Percentage of individuals using the internet,22.07,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
188,Costa Rica,2010,Percentage of individuals using the internet,36.5,Users in the last 3 months.;Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
188,Costa Rica,2015,Percentage of individuals using the internet,59.763,Users in the last 3 months.;Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
188,Costa Rica,2016,Percentage of individuals using the internet,65.8804,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
188,Costa Rica,2017,Percentage of individuals using the internet,71.3908,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
188,Costa Rica,2018,Percentage of individuals using the internet,74.0868,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
384,Côte d’Ivoire,2000,Percentage of individuals using the internet,0.2315,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
384,Côte d’Ivoire,2005,Percentage of individuals using the internet,1.0392,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
384,Côte d’Ivoire,2010,Percentage of individuals using the internet,2.7,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
384,Côte d’Ivoire,2015,Percentage of individuals using the internet,38.44,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
384,Côte d’Ivoire,2016,Percentage of individuals using the internet,41.2078,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
384,Côte d’Ivoire,2017,Percentage of individuals using the internet,43.8399,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
384,Côte d’Ivoire,2018,Percentage of individuals using the internet,46.8237,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
191,Croatia,2000,Percentage of individuals using the internet,6.6449,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
191,Croatia,2005,Percentage of individuals using the internet,33.14,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
191,Croatia,2010,Percentage of individuals using the internet,56.55,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
191,Croatia,2015,Percentage of individuals using the internet,69.8031,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
191,Croatia,2016,Percentage of individuals using the internet,72.6973,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
191,Croatia,2017,Percentage of individuals using the internet,67.0962,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
191,Croatia,2018,Percentage of individuals using the internet,75.2946,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
192,Cuba,2000,Percentage of individuals using the internet,0.5412,Refers only to users with access to the international network.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
192,Cuba,2005,Percentage of individuals using the internet,9.7381,Including users of the international network and also those having access only to the Cuban network.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
192,Cuba,2010,Percentage of individuals using the internet,15.9,Including users of the international network and also those having access only to the Cuban network.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
192,Cuba,2015,Percentage of individuals using the internet,37.3051,Population aged 6 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
192,Cuba,2016,Percentage of individuals using the internet,42.9787,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
192,Cuba,2017,Percentage of individuals using the internet,57.1484,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
531,Curaçao,2016,Percentage of individuals using the internet,61.8555,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
531,Curaçao,2017,Percentage of individuals using the internet,68.1272,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
196,Cyprus,2000,Percentage of individuals using the internet,15.2554,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
196,Cyprus,2005,Percentage of individuals using the internet,32.81,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
196,Cyprus,2010,Percentage of individuals using the internet,52.99,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
196,Cyprus,2015,Percentage of individuals using the internet,71.7159,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
196,Cyprus,2016,Percentage of individuals using the internet,75.9002,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
196,Cyprus,2017,Percentage of individuals using the internet,80.7432,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
196,Cyprus,2018,Percentage of individuals using the internet,84.4336,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
203,Czechia,2000,Percentage of individuals using the internet,9.7805,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
203,Czechia,2005,Percentage of individuals using the internet,35.27,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
203,Czechia,2010,Percentage of individuals using the internet,68.82,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
203,Czechia,2015,Percentage of individuals using the internet,75.6688,Population aged 16 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
203,Czechia,2016,Percentage of individuals using the internet,76.4812,Population aged 16 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
203,Czechia,2017,Percentage of individuals using the internet,78.7192,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
203,Czechia,2018,Percentage of individuals using the internet,80.6882,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
408,Dem. People's Rep. Korea,2000,Percentage of individuals using the internet,0,Commercially not available. Local Intranet available in country.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
408,Dem. People's Rep. Korea,2005,Percentage of individuals using the internet,0,Commercially not available. Local Intranet available in country.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
408,Dem. People's Rep. Korea,2010,Percentage of individuals using the internet,0,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
180,Dem. Rep. of the Congo,2000,Percentage of individuals using the internet,0.0059,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
180,Dem. Rep. of the Congo,2005,Percentage of individuals using the internet,0.238,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
180,Dem. Rep. of the Congo,2010,Percentage of individuals using the internet,0.72,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
180,Dem. Rep. of the Congo,2015,Percentage of individuals using the internet,3.8,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
180,Dem. Rep. of the Congo,2016,Percentage of individuals using the internet,6.21,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
180,Dem. Rep. of the Congo,2017,Percentage of individuals using the internet,8.6199,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
208,Denmark,2000,Percentage of individuals using the internet,39.1724,E-mail users.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
208,Denmark,2005,Percentage of individuals using the internet,82.74,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
208,Denmark,2010,Percentage of individuals using the internet,88.72,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
208,Denmark,2015,Percentage of individuals using the internet,96.3305,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
208,Denmark,2016,Percentage of individuals using the internet,96.9678,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
208,Denmark,2017,Percentage of individuals using the internet,97.0994,Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
208,Denmark,2018,Percentage of individuals using the internet,97.3192,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
262,Djibouti,2000,Percentage of individuals using the internet,0.1945,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
262,Djibouti,2005,Percentage of individuals using the internet,0.9536,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
262,Djibouti,2010,Percentage of individuals using the internet,6.5,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
262,Djibouti,2015,Percentage of individuals using the internet,11.9224,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
262,Djibouti,2016,Percentage of individuals using the internet,13.1349,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
262,Djibouti,2017,Percentage of individuals using the internet,55.6814,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
212,Dominica,2000,Percentage of individuals using the internet,8.8148,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
212,Dominica,2005,Percentage of individuals using the internet,38.5436,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
212,Dominica,2010,Percentage of individuals using the internet,47.45,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
212,Dominica,2015,Percentage of individuals using the internet,65,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
212,Dominica,2016,Percentage of individuals using the internet,67.03,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
212,Dominica,2017,Percentage of individuals using the internet,69.6197,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
214,Dominican Republic,2000,Percentage of individuals using the internet,3.7047,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
214,Dominican Republic,2005,Percentage of individuals using the internet,11.4832,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
214,Dominican Republic,2010,Percentage of individuals using the internet,31.4,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
214,Dominican Republic,2015,Percentage of individuals using the internet,54.2158,Population aged 12 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
214,Dominican Republic,2016,Percentage of individuals using the internet,63.8709,Users in the last 12 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
214,Dominican Republic,2017,Percentage of individuals using the internet,67.5712,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
214,Dominican Republic,2018,Percentage of individuals using the internet,74.8243,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
218,Ecuador,2000,Percentage of individuals using the internet,1.4622,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
218,Ecuador,2005,Percentage of individuals using the internet,5.9943,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
218,Ecuador,2010,Percentage of individuals using the internet,29.03,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
218,Ecuador,2015,Percentage of individuals using the internet,48.9404,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
218,Ecuador,2016,Percentage of individuals using the internet,54.0629,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
218,Ecuador,2017,Percentage of individuals using the internet,57.2722,Population aged 5 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
818,Egypt,2000,Percentage of individuals using the internet,0.6413,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
818,Egypt,2005,Percentage of individuals using the internet,12.75,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
818,Egypt,2010,Percentage of individuals using the internet,21.6,Population aged 6 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
818,Egypt,2015,Percentage of individuals using the internet,37.8194,Population aged 6 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
818,Egypt,2016,Percentage of individuals using the internet,41.2481,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
818,Egypt,2017,Percentage of individuals using the internet,44.9502,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
818,Egypt,2018,Percentage of individuals using the internet,46.9243,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
222,El Salvador,2000,Percentage of individuals using the internet,1.1774,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
222,El Salvador,2005,Percentage of individuals using the internet,4.2,Estimate.;Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
222,El Salvador,2010,Percentage of individuals using the internet,15.9,Population aged 10 years and over.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
222,El Salvador,2015,Percentage of individuals using the internet,26.8026,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
222,El Salvador,2016,Percentage of individuals using the internet,28.9971,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
222,El Salvador,2017,Percentage of individuals using the internet,33.8207,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
226,Equatorial Guinea,2000,Percentage of individuals using the internet,0.1324,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
226,Equatorial Guinea,2005,Percentage of individuals using the internet,1.1498,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
226,Equatorial Guinea,2010,Percentage of individuals using the internet,6,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
226,Equatorial Guinea,2015,Percentage of individuals using the internet,21.32,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
226,Equatorial Guinea,2016,Percentage of individuals using the internet,23.78,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
226,Equatorial Guinea,2017,Percentage of individuals using the internet,26.24,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
232,Eritrea,2000,Percentage of individuals using the internet,0.1367,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
232,Eritrea,2010,Percentage of individuals using the internet,0.61,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
232,Eritrea,2015,Percentage of individuals using the internet,1.0837,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
232,Eritrea,2016,Percentage of individuals using the internet,1.1771,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
232,Eritrea,2017,Percentage of individuals using the internet,1.3089,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
233,Estonia,2000,Percentage of individuals using the internet,28.577,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
233,Estonia,2005,Percentage of individuals using the internet,61.45,Population aged 16 to 74 years.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
233,Estonia,2010,Percentage of individuals using the internet,74.1,Population aged 16 to 74 years.;Users in the last 3 months.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
233,Estonia,2015,Percentage of individuals using the internet,88.4097,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
233,Estonia,2016,Percentage of individuals using the internet,87.2402,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
233,Estonia,2017,Percentage of individuals using the internet,88.1025,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
233,Estonia,2018,Percentage of individuals using the internet,89.357,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
748,Eswatini,2000,Percentage of individuals using the internet,0.9262,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
748,Eswatini,2005,Percentage of individuals using the internet,3.697,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
748,Eswatini,2010,Percentage of individuals using the internet,11.04,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
748,Eswatini,2015,Percentage of individuals using the internet,25.643,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
748,Eswatini,2016,Percentage of individuals using the internet,28.5735,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
748,Eswatini,2017,Percentage of individuals using the internet,47,Population aged 18 years and over.;At least once a month.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
231,Ethiopia,2000,Percentage of individuals using the internet,0.0153,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
231,Ethiopia,2005,Percentage of individuals using the internet,0.2197,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
231,Ethiopia,2010,Percentage of individuals using the internet,0.75,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
231,Ethiopia,2015,Percentage of individuals using the internet,13.8552,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
231,Ethiopia,2016,Percentage of individuals using the internet,15.3669,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
231,Ethiopia,2017,Percentage of individuals using the internet,18.6181,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
238,Falkland Islands (Malvinas),2000,Percentage of individuals using the internet,58.6207,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
238,Falkland Islands (Malvinas),2005,Percentage of individuals using the internet,84.0054,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
238,Falkland Islands (Malvinas),2010,Percentage of individuals using the internet,95.84,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
238,Falkland Islands (Malvinas),2015,Percentage of individuals using the internet,98.3051,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
238,Falkland Islands (Malvinas),2016,Percentage of individuals using the internet,99.0152,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
234,Faroe Islands,2000,Percentage of individuals using the internet,32.9164,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
234,Faroe Islands,2005,Percentage of individuals using the internet,67.9026,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
234,Faroe Islands,2010,Percentage of individuals using the internet,75.2,,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
234,Faroe Islands,2015,Percentage of individuals using the internet,94.2,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
234,Faroe Islands,2016,Percentage of individuals using the internet,95.1087,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
234,Faroe Islands,2017,Percentage of individuals using the internet,97.582,Estimate.,"International Telecommunication Union (ITU), Geneva, the ITU database, last accessed January 2020."
